Time, rotorL_beta_b1, Inflow(0), Inflow(1), Inflow(2), Inflow(3), Inflow(4), Inflow(5), X_e(0), X_e(1), X_e(2), alpha(0), alpha(1), alpha(2), v_b(0), v_b(1), v_b(2), omega_b(0), omega_b(1), omega_b(2), 
8.506, -2.81194, 0.011355, 0.000110848, 0.0047443, 0.00678131, -0.0103625, -0.00171167, 1.96347, 4.04653, -0.797751, 63.173, 8.19907, 270.548, 5.6204, 3.83738, -2.46475, 57.9187, 55.8482, 14.1372, 
8.508, -2.65582, 0.011345, 0.0001315, 0.0043755, 0.00677401, -0.0107535, -0.00210808, 1.97146, 4.03482, -0.794764, 63.3062, 8.22579, 270.661, 5.62451, 3.84683, -2.46735, 59.1813, 56.1491, 12.4073, 
8.51, -2.4729, 0.0113343, 3.79129e-05, 0.00402034, 0.00676815, -0.0111235, -0.00249203, 1.97947, 4.02311, -0.791751, 63.4427, 8.25555, 270.773, 5.6277, 3.85745, -2.47027, 61.1457, 56.7422, 10.8975, 
8.512, -2.26582, 0.0113231, -0.000161668, 0.00370869, 0.00676282, -0.0114396, -0.00283203, 1.98751, 4.01141, -0.788709, 63.5836, 8.28804, 270.886, 5.63023, 3.86889, -2.47364, 63.5969, 57.5128, 9.73327, 
8.514, -2.03713, 0.0113115, -0.000449651, 0.00346599, 0.00675717, -0.0116756, -0.00310104, 1.99558, 3.99971, -0.785638, 63.7299, 8.32268, 270.999, 5.63238, 3.88075, -2.47751, 66.2929, 58.3475, 8.99109, 
8.516, -1.7897, 0.0112997, -0.000801086, 0.00331168, 0.00675008, -0.0118131, -0.0032782, 2.00368, 3.98802, -0.782537, 63.8818, 8.35867, 271.114, 5.63434, 3.89267, -2.48188, 68.9997, 59.162, 8.70103, 
8.518, -1.52697, 0.0112881, -0.00118593, 0.00325776, 0.00674067, -0.0118447, -0.0033504, 2.01181, 3.97633, -0.779406, 64.0392, 8.39517, 271.23, 5.63626, 3.90432, -2.48673, 71.5098, 59.9107, 8.85609, 
8.52, -1.25313, 0.0112766, -0.00157189, 0.00330725, 0.00672791, -0.0117701, -0.00331392, 2.01997, 3.96464, -0.776246, 64.2015, 8.43132, 271.347, 5.63822, 3.91542, -2.49198, 73.6447, 60.5815, 9.42011, 
8.522, -0.973256, 0.0112656, -0.00192676, 0.00345544, 0.00671145, -0.0115985, -0.00317319, 2.02815, 3.95297, -0.773056, 64.368, 8.46636, 271.467, 5.64025, 3.92572, -2.49755, 75.2608, 61.1813, 10.3315, 
8.524, -0.69322, 0.0112549, -0.00222086, 0.00368999, 0.006691, -0.0113455, -0.00294075, 2.03637, 3.94129, -0.769839, 64.5375, 8.49965, 271.589, 5.64239, 3.93506, -2.50337, 76.255, 61.7181, 11.5055, 
8.526, -0.419551, 0.0112443, -0.0024304, 0.0039905, 0.00666713, -0.0110304, -0.0026376, 2.04461, 3.92963, -0.766595, 64.7086, 8.53076, 271.712, 5.64475, 3.94333, -2.50933, 76.5765, 62.1857, 12.839, 
8.528, -0.159262, 0.0112339, -0.00253825, 0.00433203, 0.00664008, -0.0106775, -0.00228962, 2.05289, 3.91797, -0.763326, 64.8801, 8.5594, 271.838, 5.64745, 3.95053, -2.51534, 76.2309, 62.5538, 14.2189, 
8.53, 0.0803989, 0.0112238, -0.00253549, 0.00468651, 0.00661067, -0.0103129, -0.00192619, 2.06119, 3.90631, -0.760034, 65.0506, 8.58548, 271.966, 5.65069, 3.95674, -2.52129, 75.2794, 62.7715, 15.5346, 
8.532, 0.292353, 0.0112141, -0.00242166, 0.00502499, 0.00657975, -0.00996381, -0.0015777, 2.06952, 3.89467, -0.756718, 65.219, 8.60903, 272.095, 5.65464, 3.96209, -2.5271, 73.8199, 62.7816, 16.689, 
8.534, 0.470172, 0.0112048, -0.00220529, 0.00531956, 0.00654807, -0.00965662, -0.00127364, 2.07787, 3.88302, -0.753382, 65.3842, 8.63024, 272.224, 5.65944, 3.96677, -2.53266, 71.9706, 62.5418, 17.6029, 
8.536, 0.608515, 0.0111963, -0.00190422, 0.00554551, 0.00651669, -0.0094155, -0.00104027, 2.08625, 3.87139, -0.750026, 65.5455, 8.64939, 272.354, 5.66513, 3.97097, -2.5379, 69.8555, 62.0428, 18.2126, 
8.538, 0.703431, 0.0111882, -0.00154181, 0.00568372, 0.00648666, -0.00926113, -0.000898088, 2.09466, 3.85975, -0.746651, 65.7024, 8.6669, 272.483, 5.67161, 3.97491, -2.54278, 67.6135, 61.3169, 18.4672, 
8.54, 0.752718, 0.0111805, -0.00114627, 0.0057217, 0.00645876, -0.00920851, -0.000860746, 2.10309, 3.84811, -0.743256, 65.8547, 8.68329, 272.61, 5.67868, 3.97887, -2.54724, 65.4045, 60.4407, 18.328, 
8.542, 0.75597, 0.0111728, -0.000748704, 0.00565455, 0.00643387, -0.00926538, -0.000933922, 2.11154, 3.83648, -0.739843, 66.0025, 8.69926, 272.736, 5.686, 3.98317, -2.5513, 63.4197, 59.5288, 17.7772, 
8.544, 0.714508, 0.0111647, -0.000381585, 0.00548591, 0.00641253, -0.00943053, -0.00111436, 2.12002, 3.82484, -0.73641, 66.1465, 8.71558, 272.86, 5.69318, 3.98816, -2.55499, 61.8721, 58.7209, 16.8303, 
8.546, 0.631127, 0.011156, -7.56856e-05, 0.00522799, 0.00639502, -0.00969261, -0.0013897, 2.12852, 3.8132, -0.732957, 66.2878, 8.73309, 272.981, 5.69981, 3.99418, -2.55841, 60.9686, 58.1562, 15.5484, 
8.548, 0.509688, 0.0111463, 0.000142646, 0.00490098, 0.00638126, -0.0100301, -0.00173914, 2.13705, 3.80156, -0.72948, 66.4278, 8.75254, 273.101, 5.70556, 4.00148, -2.56169, 60.8664, 57.9418, 14.0429, 
8.55, 0.354615, 0.0111355, 0.000254395, 0.00453116, 0.00637075, -0.0104128, -0.00213533, 2.1456, 3.78992, -0.725979, 66.5683, 8.77451, 273.219, 5.71026, 4.01014, -2.565, 61.628, 58.1232, 12.4664, 
8.552, 0.170402, 0.0111238, 0.000249451, 0.00414894, 0.00636277, -0.0108051, -0.00254642, 2.15418, 3.77829, -0.722432, 66.7004, 8.8134, 273.335, 5.7103, 4.03861, -2.56024, 52.7869, 62.1575, -2.86807, 
8.554, -0.0387175, 0.0111175, 0.000106653, 0.00384689, 0.00635476, -0.0112327, -0.00287475, 2.16278, 3.76666, -0.718817, 66.8171, 8.88133, 273.445, 5.71167, 4.07399, -2.55427, 46.9228, 64.7349, -16.5591, 
8.556, -0.291899, 0.0111123, -0.000123101, 0.00355493, 0.00634539, -0.0115718, -0.00318985, 2.17141, 3.75502, -0.715133, 66.9216, 8.97523, 273.55, 5.70933, 4.11148, -2.54753, 41.2846, 67.9576, -28.8725, 
8.558, -0.573502, 0.0111093, -0.000434252, 0.00332602, 0.00633436, -0.0118237, -0.00343748, 2.18008, 3.74339, -0.711381, 67.0158, 9.09245, 273.653, 5.70485, 4.15159, -2.54008, 36.7283, 71.2209, -39.3302, 
8.56, -0.874587, 0.0111085, -0.000803925, 0.00317888, 0.00632081, -0.0119644, -0.00359827, 2.18877, 3.73176, -0.707562, 67.1015, 9.22944, 273.755, 5.69814, 4.19284, -2.53225, 32.7855, 74.6203, -47.7002, 
8.562, -1.18446, 0.0111103, -0.00120293, 0.00313075, 0.00630419, -0.0119926, -0.00365464, 2.19749, 3.72014, -0.703679, 67.1802, 9.38231, 273.857, 5.6897, 4.23435, -2.52419, 29.364, 78.0546, -53.8306, 
8.564, -1.493, 0.0111148, -0.00159827, 0.00318762, 0.00628391, -0.0119134, -0.0036008, 2.20625, 3.70852, -0.699735, 67.2532, 9.54688, 273.963, 5.68007, 4.27518, -2.5161, 26.31, 81.4177, -57.6859, 
8.566, -1.79036, 0.0111223, -0.00195629, 0.00334628, 0.00626021, -0.0117418, -0.0034407, 2.21503, 3.69692, -0.695735, 67.3214, 9.7189, 274.072, 5.66993, 4.31461, -2.50807, 23.5502, 84.5705, -59.3221, 
8.568, -2.06723, 0.011132, -0.00224737, 0.00359231, 0.00623328, -0.0114962, -0.00318993, 2.22385, 3.68533, -0.691683, 67.3856, 9.89416, 274.187, 5.66004, 4.35204, -2.50023, 21.0682, 87.342, -58.8578, 
8.57, -2.31493, 0.0111439, -0.00244746, 0.00390458, 0.00620357, -0.0111982, -0.0028711, 2.2327, 3.67374, -0.687585, 67.4465, 10.0686, 274.308, 5.65116, 4.387, -2.49266, 18.8873, 89.5516, -56.4491, 
8.572, -2.52598, 0.0111578, -0.00254072, 0.00425627, 0.00617195, -0.0108692, -0.00251272, 2.24158, 3.66217, -0.683447, 67.5048, 10.2382, 274.435, 5.64401, 4.41911, -2.48541, 17.0331, 91.039, -52.2689, 
8.574, -2.6945, 0.0111732, -0.00252098, 0.00461734, 0.0061389, -0.0105317, -0.00214656, 2.25049, 3.6506, -0.679273, 67.5612, 10.3993, 274.568, 5.63915, 4.44798, -2.47853, 15.4903, 91.6973, -46.5043, 
8.576, -2.81659, 0.0111896, -0.00239294, 0.00495715, 0.00610515, -0.0102073, -0.00180498, 2.25943, 3.63905, -0.675068, 67.6161, 10.5485, 274.707, 5.63691, 4.47326, -2.47203, 14.1849, 91.4961, -39.3696, 
8.578, -2.89059, 0.0112067, -0.00216998, 0.00524802, 0.00607148, -0.00991557, -0.00151717, 2.2684, 3.62749, -0.67084, 67.6698, 10.6829, 274.851, 5.63741, 4.49461, -2.46588, 13.0059, 90.4838, -31.1238, 
8.58, -2.91705, 0.0112238, -0.00187865, 0.00546678, 0.00603885, -0.00967573, -0.00130756, 2.2774, 3.61594, -0.666592, 67.7223, 10.8002, 274.999, 5.64057, 4.51181, -2.46006, 11.855, 88.7765, -22.0783, 
8.582, -2.8984, 0.0112406, -0.00154882, 0.00559896, 0.00600791, -0.0095055, -0.00119149, 2.28643, 3.60438, -0.66233, 67.7735, 10.8986, 275.151, 5.6461, 4.52486, -2.45453, 10.7071, 86.5426, -12.5824, 
8.584, -2.83876, 0.0112563, -0.00121334, 0.00563914, 0.00597937, -0.00942051, -0.0011749, 2.29549, 3.59282, -0.658059, 67.8232, 10.9775, 275.306, 5.6536, 4.53397, -2.44926, 9.6543, 83.9935, -2.98858, 
8.586, -2.74355, 0.0112706, -0.000905052, 0.00559127, 0.00595398, -0.00943258, -0.00125396, 2.30456, 3.58126, -0.653781, 67.8718, 11.0367, 275.463, 5.66249, 4.53955, -2.44425, 8.92256, 81.3729, 6.39545, 
8.588, -2.61919, 0.0112831, -0.000653857, 0.0054682, 0.0059322, -0.00954692, -0.00141554, 2.31367, 3.5697, -0.649501, 67.9202, 11.0769, 275.623, 5.67214, 4.54215, -2.43958, 8.85376, 78.935, 15.3566, 
8.59, -2.47256, 0.0112936, -0.000484129, 0.00529055, 0.00591418, -0.00975978, -0.00163836, 2.32279, 3.55814, -0.645218, 67.9701, 11.0991, 275.785, 5.68198, 4.54232, -2.43545, 9.85228, 76.9037, 23.8149, 
8.592, -2.31045, 0.0113021, -0.000412432, 0.00508478, 0.00589985, -0.0100571, -0.00189496, 2.33194, 3.54659, -0.640934, 68.0241, 11.1045, 275.95, 5.69159, 4.54045, -2.43215, 12.3024, 75.42, 31.8359, 
8.594, -2.13887, 0.0113086, -0.000445821, 0.00488067, 0.00588891, -0.0104155, -0.00215425, 2.3411, 3.53504, -0.636648, 68.0854, 11.0943, 276.119, 5.7009, 4.53665, -2.43009, 16.484, 74.4939, 39.6052, 
8.596, -1.96246, 0.0113133, -0.000580938, 0.00470833, 0.00588068, -0.0108044, -0.00238465, 2.35029, 3.52349, -0.632361, 68.1578, 11.0689, 276.293, 5.7102, 4.53071, -2.42971, 22.5211, 73.9866, 47.369, 
8.598, -1.78413, 0.011316, -0.000803987, 0.00459436, 0.00587437, -0.0111905, -0.00255803, 2.35951, 3.51196, -0.628074, 68.2449, 11.0284, 276.471, 5.72008, 4.52218, -2.43147, 30.3819, 73.6376, 55.36, 
8.6, -1.60497, 0.0113166, -0.00109256, 0.00455896, 0.00586931, -0.0115439, -0.00265267, 2.36875, 3.50045, -0.623788, 68.3503, 10.972, 276.655, 5.73131, 4.51049, -2.43572, 39.9351, 73.1264, 63.7423, 
8.602, -1.42458, 0.0113149, -0.00141852, 0.00461557, 0.00586468, -0.0118401, -0.00265379, 2.37801, 3.48894, -0.619505, 68.477, 10.8987, 276.844, 5.7446, 4.4951, -2.44276, 51.0086, 72.1446, 72.5955, 
8.604, -1.24143, 0.01131, -0.00175075, 0.00476666, 0.00585957, -0.012061, -0.00255774, 2.38731, 3.47744, -0.615229, 68.6277, 10.807, 277.036, 5.7605, 4.47553, -2.45281, 63.424, 70.4515, 81.9323, 
8.606, -1.0532, 0.0113013, -0.00205843, 0.00500825, 0.00585318, -0.0121959, -0.00236759, 2.39663, 3.46596, -0.610964, 68.8046, 10.6954, 277.232, 5.77928, 4.45137, -2.46599, 76.9832, 67.9119, 91.7271, 
8.608, -0.856975, 0.0112879, -0.00231229, 0.00533095, 0.00584481, -0.0122411, -0.00209203, 2.40598, 3.45448, -0.606713, 69.0093, 10.5624, 277.428, 5.80093, 4.42222, -2.48239, 91.4372, 64.5191, 101.933, 
8.61, -0.64937, 0.0112693, -0.00248744, 0.00571718, 0.00583331, -0.012197, -0.00174819, 2.41536, 3.443, -0.602481, 69.2429, 10.4065, 277.625, 5.82509, 4.3876, -2.50199, 106.453, 60.4049, 112.478, 
8.612, -0.426909, 0.0112452, -0.00256433, 0.00614484, 0.00581804, -0.0120691, -0.00135803, 2.42477, 3.43152, -0.598271, 69.5059, 10.2269, 277.82, 5.8511, 4.34702, -2.52472, 121.619, 55.8298, 123.24, 
8.614, -0.186508, 0.0112152, -0.00253096, 0.00658729, 0.00579871, -0.0118668, -0.000948238, 2.4342, 3.42005, -0.594089, 69.7979, 10.0229, 278.013, 5.87813, 4.30001, -2.55041, 136.497, 51.1401, 134.017, 
8.616, 0.0737623, 0.0111797, -0.00238208, 0.00701687, 0.0057753, -0.0116029, -0.000546727, 2.44366, 3.40859, -0.58994, 70.1179, 9.79477, 278.203, 5.90531, 4.2463, -2.57882, 150.717, 46.6976, 144.514, 
8.618, 0.353884, 0.0111391, -0.00212309, 0.00740417, 0.00574826, -0.0112955, -0.000183379, 2.45315, 3.39713, -0.585827, 70.4642, 9.54359, 278.391, 5.93192, 4.18595, -2.60968, 164.087, 42.8022, 154.363, 
8.62, 0.651136, 0.0110938, -0.00176271, 0.00772411, 0.00571899, -0.0109682, 0.000116084, 2.46265, 3.38568, -0.581757, 70.8353, 9.27131, 278.576, 5.9575, 4.11944, -2.64269, 176.651, 39.6426, 163.179, 
8.622, 0.960031, 0.0110445, -0.0013138, 0.00795451, 0.00568923, -0.0106504, 0.000328625, 2.47216, 3.37424, -0.577732, 71.2297, 8.98063, 278.76, 5.98183, 4.04757, -2.67759, 188.686, 37.2935, 170.638, 
8.624, 1.27261, 0.0109916, -0.000792514, 0.008076, 0.00566127, -0.0103747, 0.000433796, 2.4817, 3.36282, -0.573756, 71.647, 8.67477, 278.942, 6.00487, 3.97137, -2.71415, 200.629, 35.7478, 176.536, 
8.626, 1.57913, 0.0109355, -0.000219722, 0.00807195, 0.0056371, -0.0101725, 0.000413723, 2.49125, 3.35143, -0.56983, 72.0873, 8.35716, 279.122, 6.02666, 3.89186, -2.75224, 212.993, 34.9542, 180.828, 
8.628, 1.86874, 0.0108768, 0.000381808, 0.00792868, 0.0056182, -0.0100677, 0.000253383, 2.50081, 3.34006, -0.565954, 72.5521, 8.03111, 279.301, 6.04731, 3.80992, -2.79181, 226.279, 34.8311, 183.634, 
8.63, 2.13007, 0.0108156, 0.000982989, 0.00763689, 0.00560623, -0.0100734, -5.78078e-05, 2.5104, 3.32871, -0.562128, 73.0436, 7.69949, 279.479, 6.067, 3.72612, -2.83294, 240.912, 35.2554, 185.218, 
8.632, 2.35165, 0.0107513, 0.00155022, 0.00719351, 0.00560227, -0.0101867, -0.000523885, 2.52, 3.31739, -0.558352, 73.5648, 7.36446, 279.655, 6.08607, 3.6407, -2.87579, 257.185, 36.0391, 185.95, 
8.634, 2.5221, 0.0106836, 0.0020485, 0.00660247, 0.00560713, -0.0103883, -0.00114142, 2.52961, 3.30609, -0.554624, 74.1192, 7.02727, 279.83, 6.10504, 3.55346, -2.92054, 275.214, 36.9099, 186.249, 
8.636, 2.63043, 0.0106113, 0.00244051, 0.00587838, 0.00562106, -0.0106437, -0.0018956, 2.53926, 3.29483, -0.550943, 74.71, 6.68822, 280.003, 6.12461, 3.46393, -2.9674, 294.939, 37.5136, 186.508, 
8.638, 2.66618, 0.0105331, 0.00269342, 0.00504444, 0.00564339, -0.0109055, -0.00276223, 2.54892, 3.28358, -0.547303, 75.3339, 6.33827, 280.173, 6.14497, 3.37898, -3.01421, 309.691, 35.1961, 195.212, 
8.64, 2.62006, 0.0104483, 0.00278562, 0.00412993, 0.00567419, -0.0111587, -0.0037128, 2.55862, 3.27235, -0.543696, 75.9886, 5.97182, 280.338, 6.16773, 3.28959, -3.0631, 327.372, 32.8007, 200.415, 
8.642, 2.4873, 0.0103554, 0.00269513, 0.00318017, 0.00571181, -0.0112967, -0.00469844, 2.56834, 3.26114, -0.540126, 76.6793, 5.59462, 280.495, 6.19304, 3.19414, -3.1148, 347.412, 29.9539, 203.043, 
8.644, 2.26298, 0.0102539, 0.00241632, 0.00223992, 0.00575337, -0.0112682, -0.00566978, 2.57809, 3.24994, -0.536598, 77.4106, 5.21133, 280.642, 6.22141, 3.09254, -3.16933, 370.122, 26.1466, 203.187, 
8.646, 1.94311, 0.0101433, 0.00195707, 0.00135668, 0.0057953, -0.0110265, -0.0065741, 2.58788, 3.23873, -0.533119, 78.188, 4.82635, 280.774, 6.25281, 2.98438, -3.22672, 395.674, 21.121, 200.936, 
8.648, 1.5252, 0.0100237, 0.00134027, 0.000579642, 0.00583374, -0.0105533, -0.00735667, 2.59771, 3.22752, -0.529695, 79.0172, 4.44397, 280.888, 6.28685, 2.86935, -3.28687, 424.352, 14.7691, 196.41, 
8.65, 1.00762, 0.0098958, 0.00060488, -4.58988e-05, 0.00586536, -0.00985936, -0.00796675, 2.60757, 3.21629, -0.526335, 79.9049, 4.06834, 280.98, 6.32272, 2.74697, -3.34962, 456.405, 7.21077, 189.796, 
8.652, 0.389083, 0.00976057, -0.000193259, -0.000479888, 0.00588797, -0.0089785, -0.00835948, 2.61747, 3.20504, -0.523046, 80.8579, 3.70345, 281.049, 6.35911, 2.61651, -3.41466, 491.965, -1.1886, 181.363, 
8.654, -0.331829, 0.00961928, -0.000984046, -0.000696767, 0.00590076, -0.00795933, -0.00850559, 2.6274, 3.19376, -0.519837, 81.8834, 3.35303, 281.091, 6.39428, 2.47694, -3.48144, 530.995, -9.81162, 171.452, 
8.656, -1.15665, 0.00947386, -0.00168426, -0.000685862, 0.00590439, -0.00686745, -0.00839233, 2.63737, 3.18246, -0.516719, 82.9886, 3.02045, 281.107, 6.42619, 2.32701, -3.54914, 573.279, -17.8366, 160.423, 
8.658, -2.08669, 0.00932444, -0.00220109, -0.000456185, 0.00589984, -0.00577673, -0.00802876, 2.64736, 3.17112, -0.513703, 84.1801, 2.70868, 281.1, 6.45275, 2.16548, -3.61671, 618.528, -24.3528, 148.615, 
8.66, -3.12164, 0.00917484, -0.00246335, -5.76157e-05, 0.00588879, -0.00476932, -0.00746731, 2.65738, 3.15977, -0.510803, 85.464, 2.42018, 281.073, 6.47224, 1.99141, -3.68291, 666.548, -28.5151, 136.304, 
8.662, -4.25761, 0.00903036, -0.00241261, 0.000443391, 0.00587187, -0.00393133, -0.0067797, 2.66741, 3.1484, -0.508034, 86.8464, 2.15686, 281.032, 6.48367, 1.80436, -3.74652, 717.453, -29.7017, 123.717, 
8.664, -5.48555, 0.00889372, -0.00201442, 0.000964229, 0.00585069, -0.00334396, -0.00605623, 2.67745, 3.13704, -0.505375, 88.2987, 1.88826, 280.984, 6.48648, 1.63705, -3.80404, 736.571, -29.7657, 142.608, 
8.666, -6.78958, 0.008756, -0.00151186, 0.00137683, 0.00583237, -0.00306345, -0.00544536, 2.68751, 3.12569, -0.50279, 89.7923, 1.58742, 280.932, 6.4863, 1.47007, -3.85998, 758.606, -27.3758, 157.307, 
8.668, -8.06838, 0.00862405, -0.000651689, 0.00166552, 0.00582387, -0.00314189, -0.00496831, 2.69758, 3.11435, -0.500271, 91.3271, 1.2616, 280.878, 6.48438, 1.29588, -3.91027, 777.54, -22.8712, 168.998, 
8.67, -9.29479, 0.00849545, 0.000491196, 0.0017427, 0.00582993, -0.00360575, -0.00472057, 2.70767, 3.10303, -0.497781, 92.8629, 0.948907, 280.826, 6.47978, 1.15867, -3.95632, 759.326, -17.6239, 145.363, 
8.672, -10.4245, 0.00837038, 0.00166413, 0.00158431, 0.00584568, -0.00443129, -0.00472344, 2.71777, 3.09173, -0.49527, 94.3714, 0.684201, 280.78, 6.47565, 1.03938, -4.00263, 749.804, -12.2615, 121.728, 
8.674, -11.3399, 0.008248, 0.00316338, 0.00103632, 0.00587948, -0.00556216, -0.00513695, 2.7279, 3.08045, -0.492724, 95.8613, 0.467263, 280.742, 6.47205, 0.926266, -4.04474, 740.474, -6.55601, 97.7236, 
8.676, -12.0322, 0.00813064, 0.00474647, 9.0383e-05, 0.0059316, -0.00690149, -0.00597437, 2.73804, 3.06918, -0.490139, 97.3354, 0.297534, 280.714, 6.47061, 0.822399, -4.08413, 733.813, -1.26471, 74.0018, 
8.678, -12.4799, 0.00801862, 0.00626638, -0.00124991, 0.00600006, -0.00830206, -0.00723285, 2.74822, 3.05793, -0.487507, 98.7982, 0.172918, 280.7, 6.46981, 0.72616, -4.12095, 729.04, 4.17387, 51.4023, 
8.68, -12.6734, 0.00791144, 0.00757688, -0.00293573, 0.00607872, -0.0096103, -0.00886114, 2.75842, 3.04668, -0.484822, 100.254, 0.0896306, 280.7, 6.46969, 0.637069, -4.1558, 726.353, 9.61216, 30.6891, 
8.682, -12.6075, 0.00780676, 0.00856863, -0.00489895, 0.00616169, -0.0106628, -0.0107861, 2.76866, 3.03544, -0.482078, 101.705, 0.0422939, 280.716, 6.46964, 0.553614, -4.18906, 725.368, 15.1587, 12.6757, 
8.684, -12.2829, 0.00770049, 0.00916424, -0.00705672, 0.00624642, -0.0113163, -0.012918, 2.77892, 3.02422, -0.479272, 103.156, 0.0240024, 280.749, 6.46952, 0.474181, -4.22102, 725.783, 20.7387, -1.90634, 
8.686, -11.7052, 0.00758896, 0.00931506, -0.00931356, 0.00633223, -0.0114486, -0.0151536, 2.78921, 3.013, -0.476398, 104.609, 0.0266206, 280.798, 6.46922, 0.396851, -4.25182, 727.098, 26.2792, -12.4574, 
8.688, -10.8842, 0.0074684, 0.00900351, -0.011573, 0.00641402, -0.0109609, -0.017388, 2.79954, 3.00181, -0.473458, 106.065, 0.0411845, 280.862, 6.46888, 0.319708, -4.28153, 728.747, 31.6465, -18.5724, 
8.69, -9.8334, 0.00733697, 0.008239, -0.0137353, 0.00648769, -0.00986962, -0.0195144, 2.8099, 2.99062, -0.470449, 107.524, 0.0584265, 280.939, 6.46883, 0.240974, -4.31007, 730.132, 36.6769, -20.0921, 
8.692, -8.57003, 0.00719553, 0.00705873, -0.0156992, 0.0065584, -0.00821548, -0.0214253, 2.82031, 2.97946, -0.467375, 108.985, 0.0693409, 281.024, 6.46955, 0.159189, -4.33698, 730.787, 41.2107, -17.1146, 
8.694, -7.11488, 0.00704612, 0.00552685, -0.0173765, 0.00661882, -0.00608433, -0.0230281, 2.83075, 2.96831, -0.464236, 110.446, 0.0657564, 281.114, 6.47172, 0.0732926, -4.36221, 730.24, 45.0639, -10.0069, 
8.696, -5.49255, 0.00689319, 0.0037315, -0.0186925, 0.00666391, -0.00359178, -0.0242462, 2.84124, 2.95718, -0.461036, 111.905, 0.040856, 281.205, 6.4761, -0.0172419, -4.38537, 728.341, 48.0799, 0.629143, 
8.698, -3.7319, 0.00674343, 0.00178233, -0.0195907, 0.00670676, -0.000964876, -0.0250228, 2.85178, 2.94606, -0.457776, 113.359, -0.0104666, 281.29, 6.4835, -0.112511, -4.40561, 725.326, 50.1413, 14.0403, 
8.7, -1.86609, 0.00660767, -0.000173818, -0.0200159, 0.0067605, 0.00157208, -0.0253043, 2.86236, 2.93495, -0.454458, 114.806, -0.0914372, 281.364, 6.49473, -0.212243, -4.4221, 721.605, 51.1778, 29.3931, 
8.702, 0.0681694, 0.00649136, -0.00199129, -0.0199706, 0.00682977, 0.00383959, -0.0250963, 2.87299, 2.92383, -0.451085, 116.245, -0.203419, 281.424, 6.51039, -0.315976, -4.43438, 717.677, 51.2008, 45.8527, 
8.704, 2.03129, 0.00639505, -0.0035594, -0.0195166, 0.00691835, 0.00570282, -0.0244642, 2.88366, 2.9127, -0.447656, 117.676, -0.346111, 281.465, 6.53078, -0.423245, -4.44228, 713.97, 50.3484, 62.6329, 
8.706, 3.9812, 0.00631493, -0.00481363, -0.01875, 0.00702896, 0.00706035, -0.023508, 2.89436, 2.90155, -0.444173, 119.101, -0.517873, 281.485, 6.5557, -0.533675, -4.44583, 710.759, 48.924, 79.0115, 
8.708, 5.87409, 0.00625034, -0.00567145, -0.0177601, 0.0071578, 0.00784588, -0.022321, 2.90511, 2.89036, -0.440636, 120.52, -0.716097, 281.483, 6.58449, -0.646964, -4.445, 708.173, 47.3695, 94.3273, 
8.71, 7.66645, 0.00620012, -0.00606487, -0.0166542, 0.00729929, 0.0080144, -0.021015, 2.91589, 2.87913, -0.437045, 121.935, -0.937557, 281.458, 6.6161, -0.762739, -4.43972, 706.243, 46.2117, 107.971, 
8.712, 9.31645, 0.00616735, -0.00598785, -0.015557, 0.0074475, 0.00754475, -0.0197198, 2.92669, 2.86785, -0.4334, 123.347, -1.17872, 281.413, 6.64918, -0.880394, -4.42995, 705.002, 45.9968, 119.401, 
8.714, 10.7835, 0.00615367, -0.00546006, -0.0145903, 0.00759542, 0.00644684, -0.0185628, 2.93752, 2.85651, -0.4297, 124.758, -1.43605, 281.351, 6.68226, -0.999054, -4.41582, 704.567, 47.2184, 128.214, 
8.716, 12.0302, 0.00615363, -0.00455608, -0.0138598, 0.00773527, 0.00476769, -0.017655, 2.94838, 2.84512, -0.425944, 126.169, -1.70635, 281.278, 6.71387, -1.11759, -4.39762, 705.159, 50.28, 134.208, 
8.718, 13.0237, 0.00616209, -0.00337628, -0.0134453, 0.00785742, 0.00259469, -0.0170814, 2.95925, 2.83368, -0.422129, 127.584, -1.98712, 281.2, 6.74262, -1.2348, -4.37568, 707.058, 55.4668, 137.45, 
8.72, 13.7367, 0.00617071, -0.00199083, -0.0134262, 0.00795572, 5.22346e-05, -0.0169256, 2.97013, 2.8222, -0.418249, 129.004, -2.27693, 281.122, 6.76736, -1.3498, -4.35056, 710.491, 62.9061, 138.312, 
8.722, 14.1511, 0.00617355, -0.000537949, -0.0138278, 0.00803633, -0.00267775, -0.0172163, 2.98101, 2.81068, -0.414298, 130.434, -2.57565, 281.05, 6.78726, -1.46217, -4.3226, 715.526, 72.5939, 137.422, 
8.724, 14.2557, 0.00617097, 0.000817973, -0.0146096, 0.00811119, -0.00534872, -0.0179144, 2.9919, 2.79913, -0.41027, 131.874, -2.88456, 280.988, 6.802, -1.57219, -4.2916, 722.057, 84.3522, 135.608, 
8.726, 14.0436, 0.00616334, 0.00195777, -0.0157195, 0.00819464, -0.0076628, -0.0189667, 3.0028, 2.78758, -0.40616, 133.328, -3.20624, 280.94, 6.81177, -1.68094, -4.25716, 729.615, 97.8172, 133.807, 
8.728, 13.5134, 0.00614969, 0.0027868, -0.0170843, 0.00829654, -0.00937196, -0.0202975, 3.01369, 2.77603, -0.401962, 134.797, -3.54421, 280.905, 6.81726, -1.79012, -4.21873, 737.352, 112.475, 132.915, 
